,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,G+A,Glsxx,Goals,Shots,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShotDistance,FKShots,PK,PKsAtt,xG,npxG,npxG/Sh,G-xG,npG-xG,PassesCompleted,PassesAttempted,TotCmp%,TotalPassDist,ProgPassDist,ShortPassCmp,ShortPassAtt,ShortPassCmp%,MedPassCmp,MedPassAtt,MedPassCmp%,LongPassCmp,LongPassAtt,LongPassCmp%,Assists,xAG,xA,A-xAG,KeyPasses,Final1/3Cmp,PenAreaCmp,CrsPenAreaCmp,ProgPasses,LivePass,DeadPass,FKPasses,ThruBalls,Switches,Crs,ThrowIn,CK,InSwingCK,OutSwingCK,StrCK,Cmpxxx,PassesToOff,PassesBlocked,SCA,SCA90,SCAPassLive,SCAPassDead,SCADrib,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPassLive,GCAPassDead,GCADrib,GCASh,GCAFld,GCADef,Tkl,TklWinPoss,Def3rdTkl,Mid3rdTkl,Att3rdTkl,DrbTkl,DrbPastAtt,DrbTkl%,DrbPast,Blocks,ShBlocks,PassBlocks,Int,Tkl+Int,Clr,Err,Touches,DefPenTouch,Def3rdTouch,Mid3rdTouch,Att3rdTouch,AttPenTouch,LiveTouch,AttDrb,SuccDrb,DrbSucc%,TimesTackled,TimesTackled%,Carries,TotalCarryDistance,ProgCarryDistance,ProgCarries,CarriesToFinalThird,CarriesToPenArea,CarryMistakes,Disposesed,ReceivedPass,ProgPassesRec,Yellows,Reds,Yellow2,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerialWins,AerialLoss,AerialWin%,G+APer90,GlsxxPer90,GoalsPer90,ShotsPer90,SoTPer90,SoT%Per90,Sh/90Per90,SoT/90Per90,G/ShPer90,G/SoTPer90,AvgShotDistancePer90,FKShotsPer90,PKPer90,PKsAttPer90,xGPer90,npxGPer90,npxG/ShPer90,G-xGPer90,npG-xGPer90,PassesCompletedPer90,PassesAttemptedPer90,TotCmp%Per90,TotalPassDistPer90,ProgPassDistPer90,ShortPassCmpPer90,ShortPassAttPer90,ShortPassCmp%Per90,MedPassCmpPer90,MedPassAttPer90,MedPassCmp%Per90,LongPassCmpPer90,LongPassAttPer90,LongPassCmp%Per90,AssistsPer90,xAGPer90,xAPer90,A-xAGPer90,KeyPassesPer90,Final1/3CmpPer90,PenAreaCmpPer90,CrsPenAreaCmpPer90,ProgPassesPer90,LivePassPer90,DeadPassPer90,FKPassesPer90,ThruBallsPer90,SwitchesPer90,CrsPer90,ThrowInPer90,CKPer90,InSwingCKPer90,OutSwingCKPer90,StrCKPer90,CmpxxxPer90,PassesToOffPer90,PassesBlockedPer90,SCAPer90,SCA90Per90,SCAPassLivePer90,SCAPassDeadPer90,SCADribPer90,SCAShPer90,SCAFldPer90,SCADefPer90,GCAPer90,GCA90Per90,GCAPassLivePer90,GCAPassDeadPer90,GCADribPer90,GCAShPer90,GCAFldPer90,GCADefPer90,TklPer90,TklWinPossPer90,Def3rdTklPer90,Mid3rdTklPer90,Att3rdTklPer90,DrbTklPer90,DrbPastAttPer90,DrbTkl%Per90,DrbPastPer90,BlocksPer90,ShBlocksPer90,PassBlocksPer90,IntPer90,Tkl+IntPer90,ClrPer90,ErrPer90,TouchesPer90,DefPenTouchPer90,Def3rdTouchPer90,Mid3rdTouchPer90,Att3rdTouchPer90,AttPenTouchPer90,LiveTouchPer90,AttDrbPer90,SuccDrbPer90,DrbSucc%Per90,TimesTackledPer90,TimesTackled%Per90,CarriesPer90,TotalCarryDistancePer90,ProgCarryDistancePer90,ProgCarriesPer90,CarriesToFinalThirdPer90,CarriesToPenAreaPer90,CarryMistakesPer90,DisposesedPer90,ReceivedPassPer90,ProgPassesRecPer90,YellowsPer90,RedsPer90,Yellow2Per90,FlsPer90,FldPer90,OffPer90,PKwonPer90,PKconPer90,OGPer90,RecovPer90,AerialWinsPer90,AerialLossPer90,AerialWin%Per90,90sPer90,AvgTeamPoss,OppTouches,TeamMins,TeamTouches90,pAdjTkl+IntPer90,pAdjClrPer90,pAdjShBlocksPer90,pAdjPassBlocksPer90,pAdjIntPer90,pAdjDrbTklPer90,pAdjTklWinPossPer90,pAdjDrbPastPer90,pAdjAerialWinsPer90,pAdjAerialLossPer90,pAdjDrbPastAttPer90,TouchCentrality,Tkl+IntPer600OppTouch,pAdjTouchesPer90,CarriesPer50Touches,ProgCarriesPer50Touches,ProgPassesPer50CmpPasses,Main Position
16,16,Abdoul Kader Bamba,fr FRA,"MF,FW",Nantes,fr Ligue 1,29,1994,11,1,292.0,2.0,0.31,1.0,7.0,2.0,28.6,2.16,0.62,0.14,0.5,12.0,0.0,0.0,0.0,1.6,1.6,0.25,-0.6,-0.6,131.0,156.0,84.0,2084.0,541.0,67.0,76.0,88.2,44.0,54.0,81.5,12.0,14.0,85.7,1.0,0.5,0.5,0.5,4.0,11.0,5.0,0.0,13.0,149.0,5.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,131.0,2.0,0.0,19.0,5.82,13.0,1.0,1.0,3.0,1.0,0.0,3.0,0.92,2.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,2.0,4.0,3.0,4.0,5.0,80.0,1.0,3.0,0.0,3.0,2.0,11.0,2.0,0.0,204.0,5.0,29.0,81.0,94.0,16.0,204.0,10.0,5.0,50.0,5.0,50.0,172.0,1070.0,426.0,13.0,8.0,6.0,10.0,8.0,160.0,30.0,1.0,0.0,0.0,3.0,14.0,4.0,0.0,0.0,0.0,27.0,2.0,2.0,50.0,0.62,0.1,0.31,2.16,0.62,8.82,0.67,0.19,0.04,0.15,3.7,0.0,0.0,0.0,0.49,0.49,0.08,-0.18,-0.18,40.38,48.08,25.89,642.33,166.75,20.65,23.42,27.18,13.56,16.64,25.12,3.7,4.32,26.41,0.31,0.15,0.15,0.15,1.23,3.39,1.54,0.0,4.01,45.92,1.54,0.62,0.62,0.31,0.92,0.31,0.62,0.0,0.31,0.0,40.38,0.62,0.0,5.86,1.79,4.01,0.31,0.31,0.92,0.31,0.0,0.92,0.28,0.62,0.31,0.0,0.0,0.0,0.0,2.77,1.85,0.62,1.23,0.92,1.23,1.54,24.66,0.31,0.92,0.0,0.92,0.62,3.39,0.62,0.0,62.88,1.54,8.94,24.97,28.97,4.93,62.88,3.08,1.54,15.41,1.54,15.41,53.01,329.79,131.3,4.01,2.47,1.85,3.08,2.47,49.32,9.25,0.31,0.0,0.0,0.92,4.32,4.0,0.0,0.0,0.0,27.0,2.0,2.0,50.0,3.24,46.7,10618.0,1440.0,591.62,3.18,0.58,0.0,0.87,0.58,1.16,1.16,0.29,1.88,1.88,1.45,10.63,3.07,67.32,42.16,3.19,4.96,Right Winger
17,17,Abdoulaye Doucouré,ml MLI,"FW,MF",Everton,eng Premier League,30,1993,17,17,1440.0,6.0,0.37,6.0,28.0,15.0,53.6,1.75,0.94,0.21,0.4,12.0,0.0,0.0,0.0,5.1,5.1,0.21,0.9,0.9,383.0,494.0,77.5,5253.0,1228.0,224.0,267.0,83.9,122.0,146.0,83.6,14.0,27.0,51.9,0.0,2.1,1.0,-2.1,22.0,30.0,9.0,1.0,48.0,483.0,10.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,383.0,1.0,16.0,44.0,2.75,38.0,0.0,0.0,5.0,0.0,1.0,3.0,0.19,1.0,0.0,0.0,2.0,0.0,0.0,24.0,14.0,10.0,10.0,4.0,10.0,23.0,43.5,13.0,15.0,2.0,13.0,11.0,35.0,10.0,0.0,667.0,18.0,99.0,299.0,277.0,62.0,667.0,28.0,15.0,53.6,12.0,42.9,359.0,1911.0,1082.0,32.0,22.0,10.0,39.0,22.0,442.0,83.0,4.0,0.0,0.0,30.0,3.0,6.0,0.0,0.0,0.0,80.0,12.0,26.0,31.6,0.38,0.02,0.38,1.75,0.94,3.35,0.11,0.06,0.01,0.02,0.75,0.0,0.0,0.0,0.32,0.32,0.01,0.06,0.06,23.94,30.88,4.84,328.31,76.75,14.0,16.69,5.24,7.62,9.12,5.22,0.88,1.69,3.24,0.0,0.13,0.06,-0.13,1.38,1.88,0.56,0.06,3.0,30.19,0.62,0.0,0.06,0.06,0.94,0.0,0.0,0.0,0.0,0.0,23.94,0.06,1.0,2.75,0.17,2.38,0.0,0.0,0.31,0.0,0.06,0.19,0.01,0.06,0.0,0.0,0.12,0.0,0.0,1.5,0.88,0.62,0.62,0.25,0.62,1.44,2.72,0.81,0.94,0.12,0.81,0.69,2.19,0.62,0.0,41.69,1.12,6.19,18.69,17.31,3.88,41.69,1.75,0.94,3.35,0.75,2.68,22.44,119.44,67.62,2.0,1.38,0.62,2.44,1.38,27.62,5.19,0.25,0.0,0.0,1.88,0.19,6.0,0.0,0.0,0.0,80.0,12.0,26.0,31.6,16.0,39.8,12451.0,1530.0,518.53,1.82,0.52,0.1,0.67,0.57,0.52,0.52,0.67,9.97,21.59,1.19,8.04,1.79,52.37,26.91,2.4,6.27,Central Midfield
18,18,Abdoulaye Touré,gn GUI,MF,Le Havre,fr Ligue 1,29,1994,16,14,1203.0,0.0,0.0,0.0,14.0,4.0,28.6,1.05,0.3,0.0,0.0,25.4,0.0,0.0,0.0,0.9,0.9,0.07,-0.9,-0.9,568.0,668.0,85.0,10121.0,2843.0,206.0,243.0,84.8,285.0,321.0,88.8,47.0,60.0,78.3,0.0,0.6,0.4,-0.6,7.0,56.0,3.0,0.0,71.0,661.0,5.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,568.0,2.0,8.0,26.0,1.94,22.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,18.0,14.0,11.0,2.0,17.0,34.0,50.0,17.0,14.0,3.0,11.0,15.0,42.0,15.0,0.0,802.0,38.0,216.0,501.0,96.0,10.0,802.0,23.0,16.0,69.6,6.0,26.1,610.0,3092.0,1315.0,10.0,19.0,1.0,16.0,17.0,546.0,11.0,1.0,0.0,0.0,12.0,18.0,0.0,0.0,0.0,0.0,97.0,19.0,21.0,47.5,0.0,0.0,0.0,1.05,0.3,2.14,0.08,0.02,0.0,0.0,1.9,0.0,0.0,0.0,0.07,0.07,0.01,-0.07,-0.07,42.49,49.98,6.36,757.18,212.69,15.41,18.18,6.34,21.32,24.01,6.64,3.52,4.49,5.86,0.0,0.04,0.03,-0.04,0.52,4.19,0.22,0.0,5.31,49.45,0.37,0.37,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,42.49,0.15,0.6,1.95,0.15,1.65,0.0,0.07,0.0,0.15,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,1.35,1.05,0.82,0.15,1.27,2.54,3.74,1.27,1.05,0.22,0.82,1.12,3.14,1.12,0.0,60.0,2.84,16.16,37.48,7.18,0.75,60.0,1.72,1.2,5.21,0.45,1.95,45.64,231.32,98.38,0.75,1.42,0.07,1.2,1.27,40.85,0.82,0.07,0.0,0.0,0.9,1.35,0.0,0.0,0.0,0.0,97.0,19.0,21.0,47.5,13.37,44.2,10972.0,1440.0,565.62,2.82,1.01,0.2,0.74,1.01,1.14,1.14,1.14,17.03,18.82,2.28,10.61,2.75,67.87,38.03,0.62,6.25,Defensive Midfield
19,19,Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,25,1998,10,9,794.0,1.0,0.11,1.0,2.0,1.0,50.0,0.23,0.11,0.5,1.0,9.3,0.0,0.0,0.0,0.3,0.3,0.14,0.7,0.7,291.0,360.0,80.8,6106.0,2162.0,77.0,86.0,89.5,171.0,186.0,91.9,38.0,80.0,47.5,0.0,0.0,0.1,0.0,0.0,17.0,2.0,0.0,22.0,347.0,13.0,11.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,291.0,0.0,2.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,7.0,2.0,1.0,4.0,6.0,66.7,2.0,15.0,11.0,4.0,9.0,19.0,50.0,0.0,456.0,72.0,287.0,161.0,9.0,4.0,456.0,2.0,0.0,0.0,1.0,50.0,241.0,1164.0,500.0,5.0,2.0,0.0,3.0,1.0,275.0,2.0,1.0,1.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,32.0,15.0,11.0,57.7,0.11,0.01,0.11,0.23,0.11,5.67,0.03,0.01,0.06,0.11,1.05,0.0,0.0,0.0,0.03,0.03,0.02,0.08,0.08,32.98,40.81,9.16,692.12,245.06,8.73,9.75,10.14,19.38,21.08,10.42,4.31,9.07,5.38,0.0,0.0,0.01,0.0,0.0,1.93,0.23,0.0,2.49,39.33,1.47,1.25,0.0,0.11,0.0,0.23,0.0,0.0,0.0,0.0,32.98,0.0,0.23,0.11,0.01,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.57,0.79,0.23,0.11,0.45,0.68,7.56,0.23,1.7,1.25,0.45,1.02,2.15,5.67,0.0,51.69,8.16,32.53,18.25,1.02,0.45,51.69,0.23,0.0,0.0,0.11,5.67,27.32,131.94,56.68,0.57,0.23,0.0,0.34,0.11,31.17,0.23,0.11,0.11,0.0,0.79,0.34,0.0,0.0,0.0,0.0,32.0,15.0,11.0,57.7,8.82,47.3,10670.0,1620.0,550.78,2.04,5.38,1.18,0.43,0.97,0.43,0.43,0.22,14.23,10.44,0.65,9.38,2.18,54.64,26.43,0.55,3.78,Centre-Back
21,21,Abdón Prats,es ESP,FW,Mallorca,es La Liga,31,1992,14,8,635.0,6.0,0.71,5.0,13.0,7.0,53.8,1.84,0.99,0.38,0.71,15.3,1.0,0.0,0.0,1.7,1.7,0.13,3.3,3.3,82.0,141.0,58.2,1148.0,287.0,47.0,64.0,73.4,26.0,41.0,63.4,4.0,14.0,28.6,1.0,1.8,0.9,-0.8,10.0,7.0,6.0,0.0,17.0,134.0,6.0,2.0,2.0,2.0,4.0,0.0,2.0,1.0,1.0,0.0,82.0,1.0,6.0,15.0,2.13,11.0,1.0,0.0,1.0,1.0,1.0,2.0,0.28,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,201.0,4.0,12.0,98.0,98.0,18.0,201.0,6.0,4.0,66.7,2.0,33.3,103.0,413.0,156.0,3.0,6.0,1.0,24.0,6.0,150.0,25.0,1.0,0.0,0.0,9.0,10.0,2.0,0.0,0.0,0.0,16.0,22.0,39.0,36.1,0.85,0.1,0.71,1.84,0.99,7.63,0.26,0.14,0.05,0.1,2.17,0.14,0.0,0.0,0.24,0.24,0.02,0.47,0.47,11.62,19.98,8.25,162.71,40.68,6.66,9.07,10.4,3.69,5.81,8.99,0.57,1.98,4.05,0.14,0.26,0.13,-0.11,1.42,0.99,0.85,0.0,2.41,18.99,0.85,0.28,0.28,0.28,0.57,0.0,0.28,0.14,0.14,0.0,11.62,0.14,0.85,2.13,0.3,1.56,0.14,0.0,0.14,0.14,0.14,0.28,0.04,0.28,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.14,0.14,0.0,0.28,0.0,0.28,0.0,0.0,0.0,0.28,0.57,0.57,0.0,28.49,0.57,1.7,13.89,13.89,2.55,28.49,0.85,0.57,9.45,0.28,4.72,14.6,58.54,22.11,0.43,0.85,0.14,3.4,0.85,21.26,3.54,0.14,0.0,0.0,1.28,1.42,2.0,0.0,0.0,0.0,16.0,22.0,39.0,36.1,7.06,43.9,10457.0,1530.0,495.18,0.51,0.51,0.0,0.0,0.25,0.0,0.0,0.25,19.61,34.76,0.25,5.75,0.55,32.45,25.62,0.75,10.37,Centre-Forward
22,22,Ablie Jallow,gm GAM,"MF,FW",Metz,fr Ligue 1,25,1998,11,8,701.0,4.0,0.39,3.0,16.0,6.0,37.5,2.05,0.77,0.13,0.33,21.5,1.0,1.0,1.0,2.0,1.2,0.07,1.0,0.8,175.0,231.0,75.8,3278.0,803.0,73.0,95.0,76.8,77.0,96.0,80.2,20.0,31.0,64.5,1.0,0.9,0.6,0.1,9.0,16.0,8.0,0.0,34.0,214.0,16.0,4.0,2.0,6.0,18.0,2.0,9.0,6.0,2.0,0.0,175.0,1.0,6.0,23.0,2.95,14.0,5.0,2.0,1.0,1.0,0.0,5.0,0.64,4.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,3.0,2.0,1.0,3.0,33.3,2.0,3.0,0.0,3.0,5.0,10.0,2.0,0.0,313.0,3.0,37.0,160.0,125.0,13.0,312.0,23.0,9.0,39.1,14.0,60.9,235.0,1888.0,906.0,25.0,24.0,3.0,18.0,11.0,225.0,46.0,1.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,33.0,3.0,14.0,17.6,0.51,0.05,0.39,2.05,0.77,4.81,0.26,0.1,0.02,0.04,2.76,0.13,0.13,0.13,0.26,0.15,0.01,0.13,0.1,22.47,29.66,9.73,420.86,103.1,9.37,12.2,9.86,9.89,12.33,10.3,2.57,3.98,8.28,0.13,0.12,0.08,0.01,1.16,2.05,1.03,0.0,4.37,27.48,2.05,0.51,0.26,0.77,2.31,0.26,1.16,0.77,0.26,0.0,22.47,0.13,0.77,2.95,0.38,1.8,0.64,0.26,0.13,0.13,0.0,0.64,0.08,0.51,0.13,0.0,0.0,0.0,0.0,0.64,0.39,0.0,0.39,0.26,0.13,0.39,4.28,0.26,0.39,0.0,0.39,0.64,1.28,0.26,0.0,40.19,0.39,4.75,20.54,16.05,1.67,40.06,2.95,1.16,5.02,1.8,7.82,30.17,242.4,116.32,3.21,3.08,0.39,2.31,1.41,28.89,5.91,0.13,0.0,0.0,0.77,1.41,0.0,0.0,0.0,0.0,33.0,3.0,14.0,17.6,7.79,35.6,12105.0,1440.0,473.06,1.0,0.2,0.0,0.3,0.5,0.1,0.1,0.2,2.33,10.87,0.3,8.49,1.02,56.44,37.54,3.99,9.71,Right Winger
23,23,Abner,br BRA,DF,Betis,es La Liga,23,2000,12,8,792.0,0.0,0.0,0.0,3.0,0.0,0.0,0.34,0.0,0.0,0.0,15.3,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,334.0,435.0,76.8,4992.0,2344.0,194.0,218.0,89.0,107.0,134.0,79.9,21.0,50.0,42.0,0.0,0.4,0.8,-0.4,5.0,11.0,4.0,2.0,15.0,360.0,75.0,3.0,0.0,0.0,17.0,72.0,0.0,0.0,0.0,0.0,334.0,0.0,16.0,10.0,1.14,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,9.0,4.0,0.0,10.0,19.0,52.6,9.0,18.0,4.0,14.0,9.0,22.0,34.0,0.0,541.0,44.0,206.0,213.0,126.0,18.0,541.0,7.0,4.0,57.1,3.0,42.9,268.0,1044.0,513.0,7.0,5.0,2.0,9.0,9.0,288.0,40.0,2.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,49.0,9.0,8.0,52.9,0.0,0.0,0.0,0.34,0.0,0.0,0.04,0.0,0.0,0.0,1.74,0.0,0.0,0.0,0.01,0.01,0.0,-0.01,-0.01,37.95,49.43,8.73,567.27,266.36,22.05,24.77,10.11,12.16,15.23,9.08,2.39,5.68,4.77,0.0,0.05,0.09,-0.05,0.57,1.25,0.45,0.23,1.7,40.91,8.52,0.34,0.0,0.0,1.93,8.18,0.0,0.0,0.0,0.0,37.95,0.0,1.82,1.14,0.13,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,1.36,1.02,0.45,0.0,1.14,2.16,5.98,1.02,2.05,0.45,1.59,1.02,2.5,3.86,0.0,61.48,5.0,23.41,24.2,14.32,2.05,61.48,0.8,0.45,6.49,0.34,4.87,30.45,118.64,58.3,0.8,0.57,0.23,1.02,1.02,32.73,4.55,0.23,0.0,0.0,0.91,0.23,1.0,0.0,0.0,0.0,49.0,9.0,8.0,52.9,8.8,48.9,10440.0,1530.0,589.24,2.45,3.78,0.44,1.56,1.0,1.11,1.11,1.0,8.81,7.83,2.11,10.43,2.44,62.86,24.77,0.65,2.25,Left-Back
25,26,Achraf Dari,ma MAR,"DF,FW",Brest,fr Ligue 1,24,1999,4,1,121.0,0.0,0.0,0.0,1.0,1.0,100.0,0.74,0.74,0.0,0.0,14.4,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,73.0,85.0,85.9,1773.0,564.0,11.0,14.0,78.6,45.0,47.0,95.7,17.0,23.0,73.9,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,83.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,1.0,0.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,5.0,6.0,9.0,1.0,103.0,12.0,54.0,46.0,3.0,1.0,103.0,0.0,0.0,0.0,0.0,0.0,71.0,330.0,155.0,0.0,0.0,0.0,2.0,0.0,63.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,100.0,0.0,0.0,0.0,0.74,0.74,74.38,0.55,0.55,0.0,0.0,10.71,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,54.3,63.22,63.89,1318.76,419.5,8.18,10.41,58.46,33.47,34.96,71.18,12.64,17.11,54.97,0.0,0.0,0.0,0.0,0.0,2.98,0.0,0.0,5.95,61.74,1.49,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.3,0.0,0.0,0.74,0.55,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.74,0.74,0.0,0.0,0.0,1.49,0.0,1.49,1.49,0.0,1.49,3.72,4.46,6.69,0.74,76.61,8.93,40.17,34.21,2.23,0.74,76.61,0.0,0.0,0.0,0.0,0.0,52.81,245.45,115.29,0.0,0.0,0.0,1.49,0.0,46.86,0.0,0.0,0.0,0.0,1.49,0.74,0.0,0.0,0.0,0.0,9.0,4.0,0.0,100.0,1.34,52.4,9207.0,1440.0,624.12,4.69,7.03,0.0,1.56,3.91,0.0,0.0,1.56,4.2,0.0,1.56,12.28,4.65,73.1,34.47,0.0,5.48,Centre-Back
26,27,Achraf Hakimi,ma MAR,DF,Paris S-G,fr Ligue 1,25,1998,14,13,1173.0,7.0,0.23,3.0,26.0,9.0,34.6,1.99,0.69,0.12,0.33,20.1,6.0,0.0,0.0,2.6,2.6,0.1,0.4,0.4,1031.0,1178.0,87.5,15349.0,5043.0,583.0,626.0,93.1,370.0,418.0,88.5,41.0,69.0,59.4,4.0,4.0,2.2,0.0,24.0,98.0,25.0,5.0,134.0,1066.0,110.0,20.0,4.0,5.0,33.0,87.0,3.0,0.0,1.0,0.0,1031.0,2.0,23.0,50.0,3.84,46.0,0.0,0.0,1.0,2.0,1.0,10.0,0.77,9.0,0.0,0.0,1.0,0.0,0.0,18.0,11.0,7.0,7.0,4.0,11.0,23.0,47.8,12.0,20.0,2.0,18.0,10.0,28.0,15.0,1.0,1328.0,35.0,255.0,629.0,453.0,35.0,1328.0,30.0,14.0,46.7,16.0,53.3,1066.0,5472.0,2980.0,49.0,42.0,12.0,20.0,20.0,1015.0,114.0,1.0,0.0,0.0,13.0,17.0,2.0,0.0,1.0,0.0,86.0,5.0,7.0,41.7,0.54,0.02,0.23,1.99,0.69,2.65,0.15,0.05,0.01,0.03,1.54,0.46,0.0,0.0,0.2,0.2,0.01,0.03,0.03,79.1,90.38,6.71,1177.67,386.93,44.73,48.03,7.14,28.39,32.07,6.79,3.15,5.29,4.56,0.31,0.31,0.17,0.0,1.84,7.52,1.92,0.38,10.28,81.79,8.44,1.53,0.31,0.38,2.53,6.68,0.23,0.0,0.08,0.0,79.1,0.15,1.76,3.84,0.29,3.53,0.0,0.0,0.08,0.15,0.08,0.77,0.06,0.69,0.0,0.0,0.08,0.0,0.0,1.38,0.84,0.54,0.54,0.31,0.84,1.76,3.67,0.92,1.53,0.15,1.38,0.77,2.15,1.15,0.08,101.89,2.69,19.57,48.26,34.76,2.69,101.89,2.3,1.07,3.58,1.23,4.09,81.79,419.85,228.64,3.76,3.22,0.92,1.53,1.53,77.88,8.75,0.08,0.0,0.0,1.0,1.3,2.0,0.0,1.0,0.0,86.0,5.0,7.0,41.7,13.03,64.9,8045.0,1440.0,832.88,3.06,1.64,0.22,1.97,1.09,1.2,1.2,1.31,7.12,9.97,2.51,12.23,2.56,78.5,40.14,1.84,6.5,Right-Back
27,28,Adam Hložek,cz CZE,"MF,FW",Leverkusen,de Bundesliga,21,2002,12,0,76.0,1.0,1.18,1.0,3.0,3.0,100.0,3.55,3.55,0.33,0.33,11.1,0.0,0.0,0.0,0.9,0.9,0.31,0.1,0.1,31.0,45.0,68.9,421.0,108.0,17.0,21.0,81.0,7.0,13.0,53.8,3.0,4.0,75.0,0.0,0.1,0.1,-0.1,3.0,2.0,0.0,0.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,2.0,5.0,5.92,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,59.0,0.0,7.0,27.0,27.0,8.0,59.0,3.0,1.0,33.3,2.0,66.7,31.0,266.0,173.0,7.0,3.0,3.0,1.0,5.0,46.0,8.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,11.0,5.0,2.0,71.4,1.18,1.4,1.18,3.55,3.55,118.42,4.2,4.2,0.39,0.39,13.14,0.0,0.0,0.0,1.07,1.07,0.37,0.12,0.12,36.71,53.29,81.59,498.55,127.89,20.13,24.87,95.92,8.29,15.39,63.71,3.55,4.74,88.82,0.0,0.12,0.12,-0.12,3.55,2.37,0.0,0.0,4.74,53.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.71,0.0,2.37,5.92,7.01,4.74,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,1.18,1.18,1.18,0.0,1.18,1.18,118.42,0.0,0.0,0.0,0.0,2.37,4.74,0.0,0.0,69.87,0.0,8.29,31.97,31.97,9.47,69.87,3.55,1.18,39.43,2.37,78.99,36.71,315.0,204.87,8.29,3.55,3.55,1.18,5.92,54.47,9.47,0.0,0.0,0.0,3.55,1.18,0.0,0.0,0.0,0.0,11.0,5.0,2.0,71.4,0.84,60.1,8748.0,1350.0,816.47,5.94,0.0,0.0,0.0,2.97,1.48,1.48,0.0,6.27,2.51,1.48,8.56,4.87,58.13,26.27,5.93,6.45,Left Winger
