xAGPer90,SCAPer90,TouchesPer90
0.0692307692307692,1.3846153846153846,69.23076923076923
0.0126227208976157,0.8835904628330995,44.93688639551192
0.0,0.0,0.0
0.0,0.0,31.6
0.1395348837209302,1.0465116279069768,43.95348837209302
0.1395348837209302,1.0465116279069768,43.95348837209302
0.0697674418604651,1.744186046511628,37.325581395348834
0.1885714285714285,1.2,67.2
0.0778097982708933,1.037463976945245,42.53602305475504
0.0393013100436681,0.6550218340611353,76.89956331877728
0.0,0.6185567010309279,39.355670103092784
0.0,0.0,112.5
0.2571428571428572,3.3626373626373627,42.92307692307693
0.1323529411764706,2.647058823529412,71.47058823529412
0.0372670807453416,2.4223602484472053,47.88819875776398
0.0334572490706319,3.345724907063197,47.17472118959108
0.1541095890410959,5.856164383561644,62.87671232876712
0.13125,2.75,41.6875
0.0448877805486284,1.945137157107232,60.0
0.0,0.1133501259445843,51.68765743073048
0.0,0.8463949843260189,64.60815047021944
0.2551181102362205,2.125984251968504,28.488188976377952
0.115549215406562,2.9529243937232525,40.18544935805991
0.0454545454545454,1.1363636363636362,61.47727272727272
0.0,0.0,53.51351351351352
0.0,0.743801652892562,76.61157024793388
0.3069053708439898,3.836317135549872,101.8925831202046
0.1184210526315789,5.921052631578948,69.86842105263158
0.1156316916488222,2.505353319057816,58.394004282655246
0.0069177555726364,0.8993082244427364,68.0707148347425
0.0,6.428571428571429,64.28571428571428
0.1063829787234042,1.0638297872340423,61.48936170212766
0.6870229007633588,6.870229007633588,55.64885496183207
0.0933609958506224,1.4937759336099583,54.149377593361
0.0,0.8333333333333334,97.0
0.0,0.0,112.5
0.0,0.0,40.909090909090914
0.0,0.0,40.909090909090914
0.0,0.0,40.909090909090914
0.1991570073761854,4.362486828240253,49.59957850368809
0.0,2.8662420382165603,49.29936305732484
0.0,0.0,58.846153846153854
0.1838365896980461,3.996447602131439,51.47424511545293
0.126,2.88,47.7
0.0,2.903225806451613,46.45161290322581
1.4516129032258065,11.612903225806452,75.48387096774194
0.1928571428571428,2.7857142857142856,51.35714285714285
0.0962099125364431,1.3994169096209912,63.6734693877551
0.170949720670391,5.329608938547486,60.63687150837989
0.0763430725730442,1.6965127238454287,69.55702167766258
0.0162748643761302,0.9764918625678118,59.40325497287522
0.1358148893360161,3.078470824949698,62.38430583501006
0.0378151260504201,3.403361344537815,61.63865546218488
0.0,0.0,46.8
0.0772532188841201,3.2832618025751072,41.71673819742489
0.0,0.7894736842105263,68.6842105263158
0.0928705440900563,1.8574108818011257,66.78236397748593
0.058653149891383,2.8674873280231714,48.35626357711803
0.1888111888111888,1.2587412587412588,58.21678321678322
0.0,0.3202846975088968,34.27046263345196
0.0067415730337078,0.4719101123595505,59.662921348314605
0.2045454545454545,3.5330578512396693,60.99173553719008
0.0552147239263803,1.794478527607362,25.950920245398773
0.0,1.0714285714285714,36.42857142857143
0.0,2.535211267605634,26.61971830985916
0.1729185727355901,3.705397987191217,45.04117108874657
0.0,0.3726708074534162,41.64596273291926
0.1723862729449321,4.166001596169194,44.53312051077414
0.0608108108108108,1.8243243243243243,52.2972972972973
0.0398230088495575,0.6637168141592921,52.56637168141593
0.0507900677200902,1.4221218961625282,54.65011286681715
0.0,0.0,27.0
0.1390728476821192,2.5827814569536423,53.64238410596027
0.0976138828633405,1.952277657266812,54.66377440347072
4.5,90.0,360.0
0.0,0.0,56.25
0.1705882352941176,4.0588235294117645,93.17647058823528
0.0893501805054151,1.787003610108303,66.28158844765342
0.1795511221945137,3.815461346633416,51.95760598503741
0.0815709969788519,2.583081570996979,67.16012084592145
0.0,0.0,36.0
0.0,5.454545454545455,32.72727272727273
0.1722488038277511,3.8755980861244015,81.81818181818181
0.0095137420718816,0.8562367864693446,47.28329809725159
0.1988543371522095,4.9345335515548285,60.319148936170215
0.2686567164179104,4.365671641791045,60.78358208955224
0.1508379888268156,2.7150837988826817,80.44692737430168
0.0,0.8951175406871609,54.602169981916816
0.044776119402985,1.791044776119403,40.52238805970149
0.0,1.0465116279069766,53.372093023255815
0.0849056603773585,2.911051212938005,79.69002695417791
0.0,0.0,28.0
0.0483870967741935,2.419354838709677,49.83870967741935
0.0,0.0,81.34615384615385
0.0,0.0,36.5
0.0083333333333333,0.5833333333333334,71.41666666666667
0.0,0.0,103.84615384615384
0.2732290708371665,4.885004599816008,58.04047838086477
0.1285714285714286,7.714285714285714,37.285714285714285
0.0735981308411214,3.8901869158878495,56.14485981308411
0.0368349249658935,0.859481582537517,38.92223738062756
0.0,0.0,0.0
0.0,0.1428571428571428,29.928571428571427
0.0,0.0,112.5
0.2249999999999999,1.2857142857142856,81.32142857142857
0.0476190476190476,1.4285714285714286,45.238095238095234
0.1487603305785124,4.909090909090909,41.80165289256198
0.0,3.0,63.0
0.0,1.0,48.0
0.0662576687116564,2.208588957055215,26.94478527607362
0.0,0.0,42.92307692307693
0.0,0.2,41.53333333333333
0.0867052023121387,2.0809248554913293,26.965317919075144
0.0862895493767977,2.157238734419942,31.409395973154364
0.0,0.0658376005852231,32.65544989027067
